temperature,pressure,humidity,vibration,sound,motor_speed,torque,voltage,current,flow_rate,material_density,viscosity,surface_hardness,surface_roughness,moisture_content,stress_level,strain_rate,thickness,width,length,coolant_flow_rate,bearing_temperature,lubricant_viscosity,belt_tension,rotor_alignment_error
81.79245214166593,1.4237318667152312,53.07867509030814,0.04143944089325326,55.43180465889267,1436.7182020405162,231.0321350017241,210.79533931624866,9.181648276216563,19.36114082370407,1.2052745037656236,158.17998083222787,58.2951862589416,0.7585293712157961,4.014986114133413,307.3107723253656,0.6551598952497781,2.6024058940067736,62.91647135494641,129.9405329548128,163.3027518645164,51.28932684573352,111.14880310328125,48.744517561499315,0.03639950556843019
70.10548372420769,2.3920031561458757,56.83170677744404,0.02633919022318011,58.48217921520749,2416.2143208968573,280.91466648816146,227.5732674382039,14.967371653641507,32.59703425541261,1.1351201049282817,201.57189465852622,60.215417137605286,0.6288770930752963,2.906079479384911,398.03462102483013,0.9709213803190229,1.2652636522444007,64.65445263356972,322.6318201849738,78.94149007730931,53.697177651679745,112.92182599846987,40.09965711240359,0.054645073943220074
73.07615538505436,3.3403869354019524,60.60021367270265,-0.0002514258665760709,56.38007926065258,2044.3897010793887,248.02789231704358,238.20690724274874,14.289428467798839,20.95163861088575,1.142897504615851,130.00777340755363,61.87721014247639,0.4476220930290622,2.7444585070129954,307.25886040031764,1.3073091922454432,1.3191803507834112,75.93304719539674,248.39811338851217,113.7017330480561,53.71965221258018,101.36006949943727,55.18560315726464,0.05586144946597363
69.70070775275455,2.7400744916874324,38.51980627406143,0.021864543147694277,56.2218640695691,1817.7194231349622,161.1364033276572,227.26422533627635,16.774720135270528,12.249265984046863,1.3284531895152416,164.33625938617732,60.092391376680595,0.851036015765559,2.3202212157921185,426.78534011467445,1.429328873120699,0.910345263919493,83.91660896337149,269.7755797861224,141.690863048948,54.5779325422388,97.20103849055353,55.2174966464779,0.035712971639472645
57.80971951192178,2.4251529252234123,40.02331810559776,0.01338213535231612,80.66381752033021,1065.231688752142,106.05249366924971,221.64509778619566,15.350710438038858,32.82378545764307,1.2854654189948782,121.02182802906772,60.51759455254105,0.7477849380431034,1.6691264899527813,318.6864619588148,0.30590287330065313,1.2561246702948443,93.27783400712072,297.29280965183455,205.84723946014952,49.207187696343645,99.55870325083883,39.41975511004747,0.08731549022289514
78.89808461046022,1.2429412344269213,28.75927759363476,0.02852433334796224,76.10973578140072,1065.1906845715446,132.25978573698,229.2986465532706,16.034809303848483,14.099593566081072,1.1303368028368372,162.17945777947136,60.78299475593847,0.330093551475913,4.094167128765159,321.93766975273905,1.3972226752260921,1.5521939153862885,75.82395476988407,224.6105497322643,195.31763761174733,51.60772822200718,103.54215577252512,49.30657878836871,0.05947665841823575
61.23089449763423,2.5375180667479245,48.13120563984696,0.012074792615672994,69.22521487261976,898.742140685939,61.80931378542057,223.7475867147455,10.820345725713064,19.34421366457954,1.1252320418344992,125.06729481136536,59.8181642590711,0.9287417475950741,3.9387030273902326,435.5952969570042,0.7889628103113534,1.2779283075472165,82.37743012932035,121.73007202185592,220.7336271852395,44.66535090660914,111.36029531844986,65.40912811053201,0.02617393005594703
50.97263865725815,3.475134625260658,26.437690951869683,0.01885263558533101,57.93502481953004,2272.49944781739,287.72785447191364,226.36850367947804,9.774395437797228,33.85142524216852,1.3102907394377359,130.69361246412646,60.51023232033626,0.8580297943385353,4.499153019858392,265.25383183646295,0.4615421436185416,1.0394968411440502,102.32296566936296,234.27663545463693,93.54963829435334,55.32285154783239,112.21461166512687,50.28672553004425,0.06313107217267659
75.81889183628671,1.35021003809131,43.623920725298404,0.025049872789804573,69.74847625350498,1821.895519963455,194.60191479886237,238.24394426329576,15.506147516408584,33.86396437956379,1.1218289019092582,130.57736220993945,60.3372572476924,0.9598399306335392,4.489910511221716,168.24548224223065,0.7427900587335657,1.1257168519716223,52.56782420234185,246.71027950521977,132.64479320175928,52.41815268221108,95.13904261062382,42.78033957806422,0.030506366595453572
57.084427176281956,2.2958241309093417,46.70578538830306,0.028657551941701213,69.20415312341697,2003.7233822532774,228.77905587866218,221.58307913402322,16.068347392672642,25.189071426835582,1.3465580177871068,178.42892719044573,61.60463204196395,0.7805756067106879,3.1662951168078823,130.36176347280204,1.4720456053996678,2.04410267368836,67.67058610408145,286.3598685460825,122.72327704140937,52.56638250331431,105.21494605155132,54.03945977591554,0.06574169207484905
87.61834337411656,3.1934326798198884,36.461650085131375,0.007997035929442238,60.196056097300456,834.9936403028642,76.13097234716783,238.83571691471744,17.905051420006735,26.532255879905385,1.3118726681469488,187.1440391338881,58.18178552136583,0.690732156748632,3.8069622455415315,391.8494120425028,0.7896653315900174,1.3571010396956398,99.93447101191867,207.91488655741983,230.005569985222,48.47761572601471,103.34822006297559,71.19654805805736,0.07317191158014809
88.1571430801035,2.851921544385511,48.63333042276043,0.016654987641590516,68.01554947713919,2448.8467486753902,367.9527372214043,237.16051925868192,12.126176769114265,22.314247005501354,1.12440463419257,172.50318885874435,59.12385275836892,0.5345944290324951,4.334297189647284,343.3114384872473,0.5602522544025115,1.783528624829804,112.66447863810396,131.89507569889093,84.26019321479588,51.81403362280022,99.4421562094146,44.7999295124771,0.03358635363296579
86.59457560881793,2.74253935248817,26.220009997561977,0.015250546888390438,66.9551420319212,2215.152489360717,265.2784097337687,215.8737340436789,11.720180857927833,18.743847749055483,1.1254513142255576,206.59552936270876,61.80164593630624,0.9461827866832107,4.048942172032234,373.4687165157205,0.986761196043416,2.1592266313081137,85.81742094809663,170.94397644968112,96.44018834142229,53.5311021256866,97.39730734667366,60.61898629138462,0.06926752258488644
64.80634801021777,2.756210209967773,26.493927549968575,0.013466707674262881,73.47550294156649,1160.9764881530696,97.00874142013234,212.08083902625498,15.764129607419967,19.559284543508067,1.3959918735503525,153.73835215713336,61.56105513556366,0.8928511116003268,2.242044305229593,196.66709814320785,0.4362038662894703,2.6640660372992864,87.24794396857209,190.77057409965877,193.96605418696765,50.179574809879895,101.75230342807257,65.4628739684264,0.05825561853872997
50.6182646611547,1.898727878049388,57.904022426386334,0.03765454240281097,74.05280952602931,1109.102444252071,165.99408979437607,213.0233400413228,11.408035402530178,27.46792448977188,1.212281238726836,145.71408776536748,59.82262701114285,0.23617493608495155,2.8516324059302804,169.09373121123713,0.20620865935212948,0.9061427775709672,57.502040793784325,261.4793103329003,201.83709717433143,51.653250844120564,113.85819407825039,43.91415985064954,0.0664412031998898
87.13274250350901,1.7339796106612333,39.40762565645052,0.024049817109609555,56.35912029316133,1111.7876667508376,84.58077401125962,210.54665476954648,17.307573256035646,29.30461417706664,1.2111926441200673,198.17392153705143,60.480530391206145,0.22109357959780163,1.887478245454485,125.2360796404375,0.2804316106749089,2.9584080770544157,81.31886567764182,242.69457616722798,204.81683562803642,48.66974533959288,101.4640586404151,62.2157581754204,0.08793585965307896
